fileName,cilium_number_clemens,cilium_number_kai,horizontal_length_in_pixels,horizontal_length_in_um,horizontal_scaling_in_um,researcher,vertical_scaling_in_um,z_lower,z_upper,zstack_layers,comments,vertical_length_in_layers,vertical_length_in_um,total_length_in_um
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,1,1,13.691329373001022,3.00726000580979,0.219647042583026,clemens,0.281399093816734,3,13,11,NA,11,3.095390031984074,4.315675172281791
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,2,2,10.081914500728498,2.21446270365994,0.219647042583026,clemens,0.281399093816734,6,12,7,NA,7,1.9697936567171381,2.9637699161615036
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,3,3,8.21720755488141,1.8048853377206,0.219647042583026,clemens,0.281399093816734,5,16,12,NA,12,3.376789125800808,3.828879194026026
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,4,5,14.971489832762154,3.28844346482805,0.219647042583026,clemens,0.281399093816734,3,14,12,NA,12,3.376789125800808,4.713445154183604
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,5,6,13.090550026641374,2.87530059913693,0.219647042583026,clemens,0.281399093816734,3,13,11,NA,11,3.095390031984074,4.224783187987705
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,6,29,9.139064503547369,2.00736849017969,0.219647042583026,clemens,0.281399093816734,6,13,8,NA,8,2.251192750533872,3.016189161081007
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,7,7,11.09617051058609,2.43724103664722,0.219647042583026,clemens,0.281399093816734,6,18,13,NA,13,3.658188219617542,4.395734855614676
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,8,9,16.40305260881935,3.60288199486096,0.219647042583026,clemens,0.281399093816734,4,12,9,NA,9,2.532591844350606,4.40395051277424
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,9,11,15.670100924636099,3.4418913250738603,0.219647042583026,clemens,0.281399093816734,4,18,15,NA,15,4.22098640725101,5.4464063513308005
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,10,16,8.25302974670503,1.8127535762135,0.219647042583026,clemens,0.281399093816734,8,18,11,NA,11,3.095390031984074,3.587131859603324
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,11,8,8.700080818590157,1.91094702203664,0.219647042583026,clemens,0.281399093816734,3,17,15,NA,15,4.22098640725101,4.633405310484772
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,12,10,17.568573794029216,3.85888527626017,0.219647042583026,clemens,0.281399093816734,3,14,12,NA,12,3.376789125800808,5.127738329464962
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,13,12,15.004068458671428,3.2955992636604403,0.219647042583026,clemens,0.281399093816734,3,13,11,NA,11,3.095390031984074,4.5213287821994985
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,14,13,15.991330659141536,3.51244848624771,0.219647042583026,clemens,0.281399093816734,5,14,10,NA,10,2.81399093816734,4.5006487719696295
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,15,15,15.09113978465507,3.31472422290653,0.219647042583026,clemens,0.281399093816734,5,15,11,NA,11,3.095390031984074,4.535287876643517
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,16,22,14.834108711007902,3.25826810772799,0.219647042583026,clemens,0.281399093816734,6,16,11,NA,11,3.095390031984074,4.494190751619662
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,17,17,14.182559712548366,3.11515729711842,0.219647042583026,clemens,0.281399093816734,5,13,9,NA,9,2.532591844350606,4.014751105094978
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,18,19,11.663297132457876,2.56180872191146,0.219647042583026,clemens,0.281399093816734,3,13,11,NA,11,3.095390031984074,4.01799743376822
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,19,23,11.305419054595038,2.48320186050359,0.219647042583026,clemens,0.281399093816734,8,17,10,NA,10,2.81399093816734,3.7529770156632183
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,20,24,12.08111622080613,2.6535814490018903,0.219647042583026,clemens,0.281399093816734,1,13,13,NA,13,3.658188219617542,4.51927378642139
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,21,18,16.078003522378808,3.53148592432998,0.219647042583026,clemens,0.281399093816734,5,15,11,NA,11,3.095390031984074,4.696044323028387
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,22,20,14.314683239597041,3.1441778390903,0.219647042583026,clemens,0.281399093816734,7,15,9,NA,9,2.532591844350606,4.037310457953135
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,23,21,15.50314988155634,3.40522102220524,0.219647042583026,clemens,0.281399093816734,6,15,10,NA,10,2.81399093816734,4.417473849402666
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,24,27,8.223442101699277,1.80625473749099,0.219647042583026,clemens,0.281399093816734,6,18,13,NA,13,3.658188219617542,4.079815832468079
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,25,28,10.357726584535913,2.2750440121769002,0.219647042583026,clemens,0.281399093816734,8,16,9,NA,9,2.532591844350606,3.4043863922024435
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,26,25,15.654971255163657,3.43856813791898,0.219647042583026,clemens,0.281399093816734,4,13,10,NA,10,2.81399093816734,4.443230338301122
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,27,26,13.43316790634282,2.95055560314942,0.219647042583026,clemens,0.281399093816734,5,14,10,NA,10,2.81399093816734,4.077293632713291
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,28,4,9.307120929696818,2.04428158717049,0.219647042583026,clemens,0.281399093816734,6,17,12,NA,12,3.376789125800808,3.947377864832664
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,29,NA,10.944404963267782,2.4039061830127597,0.219647042583026,clemens,0.281399093816734,3,12,10,at border,10,2.81399093816734,3.7009876974687286
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_10.czi,30,14,6.319921380048913,1.38815204048498,0.219647042583026,clemens,0.281399093816734,9,19,11,NA,11,3.095390031984074,3.392404094091531
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,1,3,5.393885100056547,1.18475091026007,0.219647042583026,clemens,0.281399093816734,8,19,12,NA,12,3.376789125800808,3.578594629109121
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,2,2,13.238202294873716,2.90773198318484,0.219647042583026,clemens,0.281399093816734,5,14,10,NA,10,2.81399093816734,4.0464120262429955
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,3,1,10.998295322457919,2.41574304103261,0.219647042583026,clemens,0.281399093816734,7,14,8,NA,8,2.251192750533872,3.3020725673966864
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,4,4,9.569352120180334,2.10187989263322,0.219647042583026,clemens,0.281399093816734,8,18,11,NA,11,3.095390031984074,3.7415689935055596
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,5,5,4.319740298906871,0.948818181381611,0.219647042583026,clemens,0.281399093816734,10,20,11,NA,11,3.095390031984074,3.23754465473863
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,6,6,6.3253458403474365,1.3893435071471598,0.219647042583026,clemens,0.281399093816734,10,23,14,NA,14,3.9395873134342763,4.177394353065589
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,7,7,11.510864433221396,2.5283273303312197,0.219647042583026,clemens,0.281399093816734,5,16,12,NA,12,3.376789125800808,4.218429078392379
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,8,8,8.044874144447522,1.76703281378055,0.219647042583026,clemens,0.281399093816734,9,17,9,NA,9,2.532591844350606,3.088110492687788
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,9,18,8.707611612836178,1.91260113872108,0.219647042583026,clemens,0.281399093816734,9,18,10,NA,10,2.81399093816734,3.40243855432028
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,10,11,10.65162106207316,2.33959706499944,0.219647042583026,clemens,0.281399093816734,9,17,9,NA,9,2.532591844350606,3.447859608021359
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,11,9,12.5530125866264,2.7572320901599903,0.219647042583026,clemens,0.281399093816734,6,17,12,NA,12,3.376789125800808,4.359476298723806
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,12,12,11.600969787048,2.54811870482013,0.219647042583026,clemens,0.281399093816734,12,21,10,NA,10,2.81399093816734,3.796242080524123
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,13,10,9.382030697029336,2.0607352960256597,0.219647042583026,clemens,0.281399093816734,10,22,13,NA,13,3.658188219617542,4.198686819760974
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,14,13,12.033287165193059,2.64307593838694,0.219647042583026,clemens,0.281399093816734,6,15,10,NA,10,2.81399093816734,3.860621117924927
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,15,16,12.17795138765141,2.67485100701749,0.219647042583026,clemens,0.281399093816734,8,18,11,NA,11,3.095390031984074,4.090998332907121
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,16,15,14.042791745233552,3.08445767644988,0.219647042583026,clemens,0.281399093816734,9,18,10,NA,10,2.81399093816734,4.1752154624520275
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,17,14,5.626084964809023,1.23575292384113,0.219647042583026,clemens,0.281399093816734,13,25,13,NA,13,3.658188219617542,3.8612726320386215
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_11.czi,18,17,8.310385069297311,1.82535150319729,0.219647042583026,clemens,0.281399093816734,11,17,7,NA,7,1.9697936567171381,2.6855158089774265
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,1,2,11.097365532261378,2.43750351962402,0.219647042583026,clemens,0.281399093816734,8,15,8,NA,8,2.251192750533872,3.3180253477385833
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,2,1,7.881148393476684,1.73107093678512,0.219647042583026,clemens,0.281399093816734,7,17,11,NA,11,3.095390031984074,3.546554107621718
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,3,3,12.701574705523745,2.78986332021566,0.219647042583026,clemens,0.281399093816734,4,14,11,NA,11,3.095390031984074,4.167106525587163
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,4,NA,8.736149752608403,1.91886945672287,0.219647042583026,clemens,0.281399093816734,8,13,6,NA,6,1.688394562900404,2.5559217890959745
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,5,5,17.096349208237385,3.755162542556,0.219647042583026,clemens,0.281399093816734,5,16,12,NA,12,3.376789125800808,5.050143613912601
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,6,4,11.634968843963446,2.5555864971222197,0.219647042583026,clemens,0.281399093816734,10,20,11,NA,11,3.095390031984074,4.014033108281468
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,7,6,12.954149914216709,2.84534071783486,0.219647042583026,clemens,0.281399093816734,7,15,9,NA,9,2.532591844350606,3.809197454929345
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,8,9,10.024403359787891,2.20183055163676,0.219647042583026,clemens,0.281399093816734,6,16,11,NA,11,3.095390031984074,3.798617804968987
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,9,7,12.270550364592482,2.69519009844881,0.219647042583026,clemens,0.281399093816734,9,17,9,NA,9,2.532591844350606,3.698387637450638
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,10,8,12.314422438750446,2.70482646978959,0.219647042583026,clemens,0.281399093816734,7,18,12,NA,12,3.376789125800808,4.326521816864096
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,11,NA,8.454880247525686,1.85708944176266,0.219647042583026,clemens,0.281399093816734,9,15,7,NA,7,1.9697936567171381,2.7071882543978028
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,12,10,10.4949764768674,2.30519054512235,0.219647042583026,clemens,0.281399093816734,8,16,9,NA,9,2.532591844350606,3.4246058020438905
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,13,11,7.907117047318831,1.73677487480141,0.219647042583026,clemens,0.281399093816734,9,16,8,NA,8,2.251192750533872,2.843282568757054
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,14,12,7.354250471666042,1.61533936651627,0.219647042583026,clemens,0.281399093816734,10,22,13,NA,13,3.658188219617542,3.9989576540850926
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,15,13,7.522300180131101,1.65225098798756,0.219647042583026,clemens,0.281399093816734,8,16,9,NA,9,2.532591844350606,3.023897282874713
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,16,14,13.519806072943524,2.96958542021808,0.219647042583026,clemens,0.281399093816734,10,17,8,NA,8,2.251192750533872,3.726433464859939
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,17,15,17.058135888777656,3.7467690999493897,0.219647042583026,clemens,0.281399093816734,9,19,11,NA,11,3.095390031984074,4.860012154145494
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,18,16,12.814054783713104,2.81456923673946,0.219647042583026,clemens,0.281399093816734,7,15,9,NA,9,2.532591844350606,3.7862674811047556
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_12.czi,19,17,14.379696286194754,3.1584577625048,0.219647042583026,clemens,0.281399093816734,10,19,10,NA,10,2.81399093816734,4.230177352974073
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,1,2,10.48599128478823,2.30321697425512,0.219647042583026,clemens,0.281399093816734,5,14,10,NA,10,2.81399093816734,3.636392914769362
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,2,4,19.0261742071344,4.1790428962665205,0.219647042583026,clemens,0.281399093816734,6,18,13,NA,13,3.658188219617542,5.553984207664281
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,3,3,10.508925355020548,2.30825437495604,0.219647042583026,clemens,0.281399093816734,6,16,11,NA,11,3.095390031984074,3.86127928407284
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,4,5,7.882016395467686,1.7312615908554,0.219647042583026,clemens,0.281399093816734,6,21,16,NA,16,4.502385501067744,4.823768433102506
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,5,6,14.675992759810052,3.22353840666218,0.219647042583026,clemens,0.281399093816734,12,23,12,NA,12,3.376789125800808,4.66839422707131
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,6,7,11.913050786522001,2.6166663734009497,0.219647042583026,clemens,0.281399093816734,6,17,12,NA,12,3.376789125800808,4.271960640012249
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,7,8,5.29247631993541,1.16247677161451,0.219647042583026,clemens,0.281399093816734,9,23,15,NA,15,4.22098640725101,4.378136418014071
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,8,9,10.546049190692125,2.31640851567064,0.219647042583026,clemens,0.281399093816734,5,17,13,NA,13,3.658188219617542,4.329906403332527
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,9,10,11.647177259092262,2.55826803939989,0.219647042583026,clemens,0.281399093816734,6,16,11,NA,11,3.095390031984074,4.015740879529122
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,10,11,13.793435941765871,3.0296874116672896,0.219647042583026,clemens,0.281399093816734,9,19,11,NA,11,3.095390031984074,4.331332966018845
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,11,12,20.84284585473452,4.5780694510063205,0.219647042583026,clemens,0.281399093816734,5,17,13,NA,13,3.658188219617542,5.860124652973337
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,12,13,13.596317787488681,2.98639099204088,0.219647042583026,clemens,0.281399093816734,8,19,12,NA,12,3.376789125800808,4.507908157612519
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,13,15,14.459614337801776,3.17601152618928,0.219647042583026,clemens,0.281399093816734,7,17,11,NA,11,3.095390031984074,4.4349169850847865
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,14,14,11.895638739167056,2.61284186869412,0.219647042583026,clemens,0.281399093816734,10,20,11,NA,11,3.095390031984074,4.0507261177358505
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,15,16,12.590522809603044,2.76547109970344,0.219647042583026,clemens,0.281399093816734,7,17,11,NA,11,3.095390031984074,4.150815564850036
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,16,20,13.075509198028525,2.87199692561412,0.219647042583026,clemens,0.281399093816734,7,17,11,NA,11,3.095390031984074,4.222535469459472
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,17,17,14.76485140741612,3.24305594581678,0.219647042583026,clemens,0.281399093816734,8,18,11,NA,11,3.095390031984074,4.483174245755337
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,18,18,19.624983991628824,4.3105696945005,0.219647042583026,clemens,0.281399093816734,10,19,10,NA,10,2.81399093816734,5.1477719540820805
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,19,22,9.174307858972487,2.01510958896952,0.219647042583026,clemens,0.281399093816734,7,19,13,NA,13,3.658188219617542,4.176482695487373
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,20,30,6.739367049142022,1.48028204122554,0.219647042583026,clemens,0.281399093816734,9,15,7,NA,7,1.9697936567171381,2.4640052702090403
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,21,25,16.124847694817372,3.54177510826836,0.219647042583026,clemens,0.281399093816734,8,19,12,NA,12,3.376789125800808,4.8935545074798075
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,22,23,11.241279491739398,2.4691137952097804,0.219647042583026,clemens,0.281399093816734,8,19,12,NA,12,3.376789125800808,4.183207828189012
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,23,24,17.067975334225384,3.74893030504264,0.219647042583026,clemens,0.281399093816734,10,22,13,NA,13,3.658188219617542,5.238016750852909
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,24,21,14.246016303597626,3.1290953496747904,0.219647042583026,clemens,0.281399093816734,8,19,12,NA,12,3.376789125800808,4.6036879246407425
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,25,28,16.74565739946981,3.67813412390211,0.219647042583026,clemens,0.281399093816734,8,18,11,NA,11,3.095390031984074,4.807297586328468
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,26,27,9.722248653275724,2.13546316394882,0.219647042583026,clemens,0.281399093816734,7,23,17,NA,17,4.783784594884478,5.238778290292151
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,27,29,12.745730483072917,2.7995620061672897,0.219647042583026,clemens,0.281399093816734,11,21,11,NA,11,3.095390031984074,4.173605980022765
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,28,26,6.564981446208892,1.44197875927222,0.219647042583026,clemens,0.281399093816734,13,25,13,NA,13,3.658188219617542,3.9321296764400855
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,29,1,11.899114805265562,2.61360537633248,0.219647042583026,clemens,0.281399093816734,2,13,12,NA,12,3.376789125800808,4.2700863999831
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,30,19,18.144891348305144,3.98547172264556,0.219647042583026,clemens,0.281399093816734,4,16,13,NA,13,3.658188219617542,5.4098360328346295
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_6.czi,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,at border,NA,NA,NA
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_7.czi,1,2,16.275943360053454,3.5749628242845803,0.219647042583026,clemens,0.281399093816734,8,17,10,NA,10,2.81399093816734,4.549604839445365
190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_7.czi,2,3,15.743195996034117,3.45794644133383,0.219647042583026,clemens,0.281399093816734,9,17,9,NA,9,2.532591844350606,4.28618887138732
